"","R_fighter","B_fighter","Winner","date","R_Stance","B_Stance"
"3015","Joseph Benavidez","John Moraga","Southpaw","5/23/2015","Southpaw","Orthodox"
"3016","John Dodson","Zach Makovsky","Orthodox","5/23/2015","Orthodox","Southpaw"
"3017","Dong Hyun Kim","Joshua Burkman","Southpaw","5/23/2015","Southpaw","Orthodox"
"3021","Justin Scoggins","Joshua Sampo","Southpaw","5/23/2015","Southpaw","Orthodox"
"3028","Tae Hyun Bang","Jon Tuck","Orthodox","5/16/2015","Switch","Orthodox"
"3029","Zhang Lipeng","Kajan Johnson","Orthodox","5/16/2015","Southpaw","Orthodox"
"3031","Ning Guangyou","Royston Wee","Southpaw","5/16/2015","Southpaw","Orthodox"
"3038","Hatsu Hioki","Dan Hooker","Switch","5/9/2015","Orthodox","Switch"
"3039","Kyle Noke","Jonavin Webb","Southpaw","5/9/2015","Southpaw","Orthodox"
"3042","Dylan Andrews","Bradley Scott","Orthodox","5/9/2015","Switch","Orthodox"
"3043","Alex Chambers","Kailin Curran","Switch","5/9/2015","Switch","Orthodox"
"3045","Alptekin Ozkilic","Ben Nguyen","Switch","5/9/2015","Orthodox","Switch"
"3050","Yves Jabouin","Thomas Almeida","Southpaw","4/25/2015","Orthodox","Southpaw"
"3051","Patrick Cote","Joe Riggs","Orthodox","4/25/2015","Orthodox","Southpaw"
"3053","Chad Laprise","Bryan Barberena","Orthodox","4/25/2015","Orthodox","Southpaw"
"3054","Olivier Aubin-Mercier","David Michaud","Southpaw","4/25/2015","Southpaw","Orthodox"
"3057","Randa Markos","Aisling Daly","Orthodox","4/25/2015","Orthodox","Switch"
"3063","Ovince Saint Preux","Patrick Cummins","Southpaw","4/18/2015","Southpaw","Orthodox"
"3067","Diego Brandao","Jimy Hettes","Orthodox","4/18/2015","Orthodox","Southpaw"
"3069","Gabriel Gonzaga","Mirko Cro Cop","Southpaw","4/11/2015","Orthodox","Southpaw"
"3071","Pawel Pawlak","Sheldon Westcott","Orthodox","4/11/2015","Orthodox","Southpaw"
"3073","Seth Baczynski","Leon Edwards","Southpaw","4/11/2015","Orthodox","Southpaw"
"3074","Bartosz Fabinski","Garreth McLellan","Orthodox","4/11/2015","Orthodox","Southpaw"
"3077","Daniel Omielanczuk","Anthony Hamilton","Orthodox","4/11/2015","Southpaw","Orthodox"
"3079","Marcin Bandel","Stevie Ray","Southpaw","4/11/2015","Orthodox","Southpaw"
"3080","Taylor Lapilus","Rocky Lee","Southpaw","4/11/2015","Southpaw","Orthodox"
"3083","Michael Chiesa","Mitch Clarke","Southpaw","4/4/2015","Southpaw","Orthodox"
"3086","Dustin Poirier","Diego Ferreira","Southpaw","4/4/2015","Southpaw","Orthodox"
"3088","Gray Maynard","Alexander Yakovlev","Southpaw","4/4/2015","Orthodox","Southpaw"
"3089","Shamil Abdurakhimov","Tim Johnson","Southpaw","4/4/2015","Orthodox","Southpaw"
"3090","Ron Stallings","Justin Jones","Southpaw","4/4/2015","Southpaw","Orthodox"
"3102","Anthony Pettis","Rafael Dos Anjos","Southpaw","3/14/2015","Orthodox","Southpaw"
"3104","Johny Hendricks","Matt Brown","Southpaw","3/14/2015","Southpaw","Orthodox"
"3106","Chris Cariaso","Henry Cejudo","Orthodox","3/14/2015","Southpaw","Orthodox"
"3108","Elias Theodorou","Roger Narvaez","Orthodox","3/14/2015","Orthodox","Southpaw"
"3109","Daron Cruickshank","Beneil Dariush","Southpaw","3/14/2015","Switch","Southpaw"
"3112","Jake Lindsey","Joe Duffy","Orthodox","3/14/2015","Switch","Orthodox"
"3114","Ronda Rousey","Cat Zingano","Orthodox","2/28/2015","Orthodox","Southpaw"
"3115","Raquel Pennington","Holly Holm","Southpaw","2/28/2015","Orthodox","Southpaw"
"3117","Alan Jouban","Richard Walsh","Southpaw","2/28/2015","Southpaw","Orthodox"
"3118","Tony Ferguson","Gleison Tibau","Orthodox","2/28/2015","Orthodox","Southpaw"
"3124","Antonio Silva","Frank Mir","Southpaw","2/22/2015","Orthodox","Southpaw"
"3125","Edson Barboza","Michael Johnson","Southpaw","2/22/2015","Orthodox","Southpaw"
"3127","Rustam Khabilov","Adriano Martins","Southpaw","2/22/2015","Orthodox","Southpaw"
"3128","Iuri Alcantara","Frankie Saenz","Orthodox","2/22/2015","Southpaw","Orthodox"
"3135","Benson Henderson","Brandon Thatch","Southpaw","2/14/2015","Southpaw","Switch"
"3144","James Moontasri","Cody Pfister","Switch","2/14/2015","Switch","Orthodox"
"3145","Tyron Woodley","Kelvin Gastelum","Orthodox","1/31/2015","Orthodox","Southpaw"
"3150","Ed Herman","Derek Brunson","Southpaw","1/31/2015","Orthodox","Southpaw"
"3161","Andy Ogle","Makwan Amirkhani","Southpaw","1/24/2015","Orthodox","Southpaw"
"3167","Conor McGregor","Dennis Siver","Southpaw","1/18/2015","Southpaw","Orthodox"
"3168","Donald Cerrone","Benson Henderson","Orthodox","1/18/2015","Orthodox","Southpaw"
"3169","Uriah Hall","Ron Stallings","Orthodox","1/18/2015","Orthodox","Southpaw"
"3171","Cathal Pendred","Sean Spencer","Orthodox","1/18/2015","Orthodox","Southpaw"
"3173","Zhang Lipeng","Chris Wade","Orthodox","1/18/2015","Southpaw","Orthodox"
"3176","Charles Rosa","Sean Soriano","Switch","1/18/2015","Switch","Orthodox"
"3184","Marcus Brimage","Cody Garbrandt","Orthodox","1/3/2015","Southpaw","Orthodox"
"3185","Shawn Jordan","Jared Cannonier","Southpaw","1/3/2015","Southpaw","Switch"
"3186","Evan Dunham","Rodrigo Damm","Southpaw","1/3/2015","Southpaw","Orthodox"
"3189","Lyoto Machida","CB Dollaway","Southpaw","12/20/2014","Southpaw","Orthodox"
"3190","Renan Barao","Mitch Gagnon","Orthodox","12/20/2014","Orthodox","Southpaw"
"3198","Leandro Issa","Ulka Sasaki","Orthodox","12/20/2014","Orthodox","Southpaw"
"3199","Marcio Alexandre Junior","Tim Means","Orthodox","12/20/2014","Southpaw","Orthodox"
"3204","Gabriel Gonzaga","Matt Mitrione","Switch","12/13/2014","Orthodox","Switch"
"3207","Joe Riggs","Ben Saunders","Orthodox","12/13/2014","Southpaw","Orthodox"
"3208","Jamie Varner","Drew Dober","Southpaw","12/13/2014","Orthodox","Southpaw"
"3209","Joe Ellenberger","Bryan Barberena","Southpaw","12/13/2014","Orthodox","Southpaw"
"3219","Joanne Calderwood","Seohee Ham","Orthodox","12/12/2014","Orthodox","Southpaw"
"3232","Sergio Pettis","Matt Hobar","Orthodox","12/6/2014","Orthodox","Southpaw"
"3233","Alex White","Clay Collard","Orthodox","12/6/2014","Southpaw","Orthodox"
"3238","Joseph Benavidez","Dustin Ortiz","Southpaw","11/22/2014","Southpaw","Orthodox"
"3241","Luke Barnatt","Roger Narvaez","Southpaw","11/22/2014","Orthodox","Southpaw"
"3242","James Vick","Nick Hein","Orthodox","11/22/2014","Orthodox","Southpaw"
"3247","Jake Ellenberger","Kelvin Gastelum","Southpaw","11/15/2014","Orthodox","Southpaw"
"3251","Yair Rodriguez","Leonardo Morales","Orthodox","11/15/2014","Orthodox","Southpaw"
"3254","Gabriel Benitez","Humberto Brown","Southpaw","11/15/2014","Southpaw","Switch"
"3255","Henry Briones","Guido Cannetti","Orthodox","11/15/2014","Orthodox","Southpaw"
"3256","Marco Beltran","Marlon Vera","Orthodox","11/15/2014","Orthodox","Switch"
"3257","Mauricio Rua","Ovince Saint Preux","Southpaw","11/8/2014","Orthodox","Southpaw"
"3258","Warlley Alves","Alan Jouban","Orthodox","11/8/2014","Orthodox","Southpaw"
"3267","Luke Rockhold","Michael Bisping","Southpaw","11/7/2014","Southpaw","Orthodox"
"3270","Soa Palelei","Walt Harris","Orthodox","11/7/2014","Orthodox","Southpaw"
"3273","Dylan Andrews","Sam Alvey","Southpaw","11/7/2014","Switch","Southpaw"
"3276","Luke Zachrich","Daniel Kelly","Southpaw","11/7/2014","Orthodox","Southpaw"
"3277","Jumabieke Tuerxun","Marcus Brimage","Southpaw","11/7/2014","Orthodox","Southpaw"
"3281","Darren Elkins","Lucas Martins","Orthodox","10/25/2014","Orthodox","Southpaw"
"3282","Diego Ferreira","Beneil Dariush","Southpaw","10/25/2014","Orthodox","Southpaw"
"3284","Yan Cabral","Naoyuki Kotani","Orthodox","10/25/2014","Orthodox","Southpaw"
"3285","Scott Jorgensen","Wilson Reis","Southpaw","10/25/2014","Orthodox","Southpaw"
"3289","Rory MacDonald","Tarec Saffiedine","Orthodox","10/4/2014","Orthodox","Switch"
"3294","Mitch Gagnon","Roman Salazar","Southpaw","10/4/2014","Southpaw","Orthodox"
"3295","Daron Cruickshank","Anthony Njokuani","Switch","10/4/2014","Switch","Orthodox"
"3296","Olivier Aubin-Mercier","Jake Lindsey","Southpaw","10/4/2014","Southpaw","Switch"
"3300","Gunnar Nelson","Rick Story","Southpaw","10/4/2014","Switch","Southpaw"
"3303","Niklas Backstrom","Mike Wilkinson","Switch","10/4/2014","Orthodox","Switch"
"3304","Magnus Cedenblad","Scott Askham","Orthodox","10/4/2014","Orthodox","Southpaw"
"3305","Nico Musoke","Alexander Yakovlev","Orthodox","10/4/2014","Orthodox","Southpaw"
"3306","Dennis Siver","Charles Rosa","Orthodox","10/4/2014","Orthodox","Switch"
"3308","Tor Troeng","Krzysztof Jotko","Southpaw","10/4/2014","Orthodox","Southpaw"
"3311","Demetrious Johnson","Chris Cariaso","Orthodox","9/27/2014","Orthodox","Southpaw"
"3314","Tim Kennedy","Yoel Romero","Southpaw","9/27/2014","Orthodox","Southpaw"
"3315","Cat Zingano","Amanda Nunes","Southpaw","9/27/2014","Southpaw","Orthodox"
"3319","John Howard","Brian Ebersole","Southpaw","9/27/2014","Orthodox","Southpaw"
"3323","Myles Jury","Takanori Gomi","Orthodox","9/20/2014","Orthodox","Southpaw"
"3328","Alex Caceres","Masanori Kanehara","Orthodox","9/20/2014","Southpaw","Orthodox"
"3330","Hyun Gyu Lim","Takenori Sato","Orthodox","9/20/2014","Orthodox","Southpaw"
"3332","Kazuki Tokudome","Johnny Case","Orthodox","9/20/2014","Southpaw","Orthodox"
"3333","Maximo Blanco","Dan Hooker","Orthodox","9/20/2014","Orthodox","Switch"
"3335","Gleison Tibau","Piotr Hallmann","Southpaw","9/13/2014","Southpaw","Orthodox"
"3338","Iuri Alcantara","Russell Doane","Southpaw","9/13/2014","Southpaw","Orthodox"
"3342","Francisco Trinaldo","Leandro Silva","Southpaw","9/13/2014","Southpaw","Orthodox"
"3343","Paulo Thiago","Sean Spencer","Southpaw","9/13/2014","Orthodox","Southpaw"
"3347","Matt Mitrione","Derrick Lewis","Switch","9/5/2014","Switch","Orthodox"
"3348","Joe Lauzon","Michael Chiesa","Orthodox","9/5/2014","Orthodox","Southpaw"
"3349","John Moraga","Justin Scoggins","Orthodox","9/5/2014","Orthodox","Southpaw"
"3358","Yancy Medeiros","Damon Jackson","Orthodox","8/30/2014","Orthodox","Switch"
"3359","Lorenz Larkin","Derek Brunson","Southpaw","8/30/2014","Orthodox","Southpaw"
"3369","Beneil Dariush","Anthony Rocco Martin","Southpaw","8/23/2014","Southpaw","Orthodox"
"3372","Wilson Reis","Joby Sanchez","Southpaw","8/23/2014","Southpaw","Orthodox"
"3373","Michael Bisping","Cung Le","Orthodox","8/23/2014","Orthodox","Southpaw"
"3374","Tyron Woodley","Dong Hyun Kim","Orthodox","8/23/2014","Orthodox","Southpaw"
"3375","Zhang Lipeng","Brendan O'Reilly","Southpaw","8/23/2014","Southpaw","Orthodox"
"3376","Ning Guangyou","Jianping Yang","Southpaw","8/23/2014","Southpaw","Orthodox"
"3377","Sai Wang","Danny Mitchell","Southpaw","8/23/2014","Southpaw","Orthodox"
"3379","Roland Delorme","Ulka Sasaki","Southpaw","8/23/2014","Orthodox","Southpaw"
"3383","Ryan Bader","Ovince Saint Preux","Orthodox","8/16/2014","Orthodox","Southpaw"
"3386","Seth Baczynski","Alan Jouban","Southpaw","8/16/2014","Orthodox","Southpaw"
"3387","Shawn Jordan","Jack May","Southpaw","8/16/2014","Southpaw","Switch"
"3389","Jussier Formiga","Zach Makovsky","Orthodox","8/16/2014","Orthodox","Southpaw"
"3391","Tom Watson","Sam Alvey","Orthodox","8/16/2014","Orthodox","Southpaw"
"3393","Robbie Lawler","Matt Brown","Southpaw","7/26/2014","Southpaw","Orthodox"
"3394","Anthony Johnson","Rogerio Nogueira","Orthodox","7/26/2014","Orthodox","Southpaw"
"3397","Daron Cruickshank","Jorge Masvidal","Orthodox","7/26/2014","Switch","Orthodox"
"3400","Akbarh Arreola","Tiago Trator","Orthodox","7/26/2014","Southpaw","Orthodox"
"3404","Conor McGregor","Diego Brandao","Southpaw","7/19/2014","Southpaw","Orthodox"
"3405","Gunnar Nelson","Zak Cummings","Switch","7/19/2014","Switch","Southpaw"
"3414","Donald Cerrone","Jim Miller","Orthodox","7/16/2014","Orthodox","Southpaw"
"3415","Edson Barboza","Evan Dunham","Orthodox","7/16/2014","Orthodox","Southpaw"
"3416","Rick Story","Leonardo Mafra","Southpaw","7/16/2014","Southpaw","Orthodox"
"3417","Justin Salas","Joe Proctor","Orthodox","7/16/2014","Southpaw","Orthodox"
"3420","Gleison Tibau","Pat Healy","Southpaw","7/16/2014","Southpaw","Orthodox"
"3429","Justin Scoggins","Dustin Ortiz","Orthodox","7/6/2014","Southpaw","Orthodox"
"3430","Jesse Ronson","Kevin Lee","Orthodox","7/6/2014","Southpaw","Orthodox"
"3432","Adriano Martins","Juan Puig","Southpaw","7/6/2014","Southpaw","Orthodox"
"3435","Chris Weidman","Lyoto Machida","Orthodox","7/5/2014","Orthodox","Southpaw"
"3438","Marcus Brimage","Russell Doane","Orthodox","7/5/2014","Southpaw","Orthodox"
"3439","Urijah Faber","Alex Caceres","Orthodox","7/5/2014","Orthodox","Southpaw"
"3445","Kelvin Gastelum","Nico Musoke","Southpaw","6/28/2014","Southpaw","Orthodox"
"3446","Cezar Ferreira","Andrew Craig","Southpaw","6/28/2014","Southpaw","Orthodox"
"3449","Joe Ellenberger","James Moontasri","Orthodox","6/28/2014","Orthodox","Switch"
"3463","Dan Hooker","Ian Entwistle","Switch","6/28/2014","Switch","Orthodox"
"3469","Ovince Saint Preux","Ryan Jimmo","Southpaw","6/14/2014","Southpaw","Orthodox"
"3472","Yves Jabouin","Mike Easton","Orthodox","6/14/2014","Orthodox","Southpaw"
"3473","Kajan Johnson","Tae Hyun Bang","Switch","6/14/2014","Orthodox","Switch"
"3476","Benson Henderson","Rustam Khabilov","Southpaw","6/7/2014","Southpaw","Orthodox"
"3477","Diego Sanchez","Ross Pearson","Southpaw","6/7/2014","Southpaw","Orthodox"
"3480","Yves Edwards","Piotr Hallmann","Orthodox","6/7/2014","Southpaw","Orthodox"
"3483","Bobby Voelker","Lance Benoist","Southpaw","6/7/2014","Orthodox","Southpaw"
"3485","Jon Tuck","Jake Lindsey","Orthodox","6/7/2014","Orthodox","Switch"
"3486","Patrick Cummins","Roger Narvaez","Orthodox","6/7/2014","Orthodox","Southpaw"
"3489","Marcio Alexandre Junior","Warlley Alves","Orthodox","5/31/2014","Southpaw","Orthodox"
"3498","Pedro Munhoz","Matt Hobar","Orthodox","5/31/2014","Orthodox","Southpaw"
"3504","Magnus Cedenblad","Krzysztof Jotko","Orthodox","5/31/2014","Orthodox","Southpaw"
"3505","Vaughan Lee","Iuri Alcantara","Southpaw","5/31/2014","Orthodox","Southpaw"
"3506","Peter Sobotta","Pawel Pawlak","Southpaw","5/31/2014","Southpaw","Orthodox"
"3511","Robbie Lawler","Jake Ellenberger","Southpaw","5/24/2014","Southpaw","Orthodox"
"3519","Sam Sicilia","Aaron Phillips","Orthodox","5/24/2014","Orthodox","Southpaw"
"3523","Erik Koch","Daron Cruickshank","Switch","5/10/2014","Southpaw","Switch"
"3526","Chris Cariaso","Louis Smolka","Southpaw","5/10/2014","Southpaw","Orthodox"
"3528","Kyoji Horiguchi","Darrell Montague","Orthodox","5/10/2014","Orthodox","Southpaw"
"3529","Yan Cabral","Zak Cummings","Southpaw","5/10/2014","Orthodox","Southpaw"
"3532","Justin Salas","Ben Wall","Southpaw","5/10/2014","Southpaw","Orthodox"
"3533","Anthony Lapsley","Albert Tumenov","Orthodox","5/10/2014","Southpaw","Orthodox"
"3536","Luke Rockhold","Tim Boetsch","Southpaw","4/26/2014","Southpaw","Orthodox"
"3537","Jim Miller","Yancy Medeiros","Southpaw","4/26/2014","Southpaw","Orthodox"
"3540","Takanori Gomi","Isaac Vallie-Flagg","Southpaw","4/26/2014","Southpaw","Orthodox"
"3547","Brad Tavares","Yoel Romero","Southpaw","4/19/2014","Orthodox","Southpaw"
"3548","Rafael Dos Anjos","Khabib Nurmagomedov","Orthodox","4/19/2014","Southpaw","Orthodox"
"3551","Estevan Payan","Alex White","Southpaw","4/19/2014","Orthodox","Southpaw"
"3556","Derrick Lewis","Jack May","Orthodox","4/19/2014","Orthodox","Switch"
"3558","Patrick Cote","Kyle Noke","Orthodox","4/16/2014","Orthodox","Southpaw"
"3559","Sheldon Westcott","Elias Theodorou","Orthodox","4/16/2014","Southpaw","Orthodox"
"3560","Chad Laprise","Olivier Aubin-Mercier","Orthodox","4/16/2014","Orthodox","Southpaw"
"3561","Dustin Poirier","Akira Corassani","Southpaw","4/16/2014","Southpaw","Orthodox"
"3572","John Howard","Ryan LaFlare","Southpaw","4/11/2014","Orthodox","Southpaw"
"3573","Ramsey Nijem","Beneil Dariush","Orthodox","4/11/2014","Orthodox","Southpaw"
"3574","Jared Rosholt","Daniel Omielanczuk","Orthodox","4/11/2014","Orthodox","Southpaw"
"3578","Cezar Ferreira","CB Dollaway","Orthodox","3/23/2014","Southpaw","Orthodox"
"3589","Diego Sanchez","Myles Jury","Orthodox","3/15/2014","Southpaw","Orthodox"
"3590","Jake Shields","Hector Lombard","Southpaw","3/15/2014","Orthodox","Southpaw"
"3591","Ovince Saint Preux","Nikita Krylov","Southpaw","3/15/2014","Southpaw","Orthodox"
"3594","Dennis Bermudez","Jimy Hettes","Orthodox","3/15/2014","Orthodox","Southpaw"
"3595","Sean Spencer","Alex Garcia","Orthodox","3/15/2014","Southpaw","Orthodox"
"3597","Will Campuzano","Justin Scoggins","Southpaw","3/15/2014","Orthodox","Southpaw"
"3598","Bubba McDaniel","Sean Strickland","Orthodox","3/15/2014","Southpaw","Orthodox"
"3599","Daniel Pineda","Rob Whiteford","Southpaw","3/15/2014","Orthodox","Southpaw"
"3601","Michael Johnson","Melvin Guillard","Southpaw","3/8/2014","Southpaw","Orthodox"
"3603","Gunnar Nelson","Omari Akhmedov","Switch","3/8/2014","Switch","Orthodox"
"3604","Cyrille Diabate","Ilir Latifi","Orthodox","3/8/2014","Southpaw","Orthodox"
"3606","Bradley Scott","Claudio Silva","Southpaw","3/8/2014","Orthodox","Southpaw"
"3608","Dong Hyun Kim","John Hathaway","Southpaw","3/1/2014","Southpaw","Orthodox"
"3610","Matt Mitrione","Shawn Jordan","Switch","3/1/2014","Switch","Southpaw"
"3612","Kazuki Tokudome","Yui Chul Nam","Orthodox","3/1/2014","Southpaw","Orthodox"
"3618","Rory MacDonald","Demian Maia","Orthodox","2/22/2014","Orthodox","Southpaw"
"3624","Zach Makovsky","Joshua Sampo","Southpaw","2/22/2014","Southpaw","Orthodox"
"3625","Rafaello Oliveira","Erik Koch","Southpaw","2/22/2014","Orthodox","Southpaw"
"3627","Lyoto Machida","Gegard Mousasi","Southpaw","2/15/2014","Southpaw","Orthodox"
"3629","Erick Silva","Takenori Sato","Orthodox","2/15/2014","Orthodox","Southpaw"
"3641","Frank Mir","Alistair Overeem","Orthodox","2/1/2014","Southpaw","Orthodox"
"3644","John Makdessi","Alan Patrick","Southpaw","2/1/2014","Orthodox","Southpaw"
"3645","Chris Cariaso","Danny Martinez","Southpaw","2/1/2014","Southpaw","Orthodox"
"3646","Nick Catone","Tom Watson","Southpaw","2/1/2014","Southpaw","Orthodox"
"3651","Benson Henderson","Josh Thomson","Southpaw","1/25/2014","Southpaw","Orthodox"
"3653","Donald Cerrone","Adriano Martins","Orthodox","1/25/2014","Orthodox","Southpaw"
"3655","Alex Caceres","Sergio Pettis","Southpaw","1/25/2014","Southpaw","Orthodox"
"3658","Daron Cruickshank","Mike Rio","Switch","1/25/2014","Switch","Orthodox"
"3660","Walt Harris","Nikita Krylov","Orthodox","1/25/2014","Southpaw","Orthodox"
"3661","Luke Rockhold","Costas Philippou","Southpaw","1/15/2014","Southpaw","Orthodox"
"3663","TJ Dillashaw","Mike Easton","Orthodox","1/15/2014","Orthodox","Southpaw"
"3672","Charlie Brenneman","Beneil Dariush","Southpaw","1/15/2014","Orthodox","Southpaw"
"3673","Tarec Saffiedine","Hyun Gyu Lim","Switch","1/4/2014","Switch","Orthodox"
"3677","Max Holloway","Will Chope","Orthodox","1/4/2014","Orthodox","Switch"
"3680","Mairbek Taisumov","Tae Hyun Bang","Orthodox","1/4/2014","Orthodox","Switch"
"3683","Chris Weidman","Anderson Silva","Orthodox","12/28/2013","Orthodox","Southpaw"
"3686","Jim Miller","Fabricio Camoes","Southpaw","12/28/2013","Southpaw","Orthodox"
"3687","Dustin Poirier","Diego Brandao","Southpaw","12/28/2013","Southpaw","Orthodox"
"3688","Chris Leben","Uriah Hall","Orthodox","12/28/2013","Southpaw","Orthodox"
"3693","Demetrious Johnson","Joseph Benavidez","Orthodox","12/14/2013","Orthodox","Southpaw"
"3697","Court McGee","Ryan LaFlare","Southpaw","12/14/2013","Orthodox","Southpaw"
"3700","Scott Jorgensen","Zach Makovsky","Southpaw","12/14/2013","Orthodox","Southpaw"
"3701","Sam Stout","Cody McKenzie","Orthodox","12/14/2013","Orthodox","Switch"
"3707","Dylan Andrews","Clint Hester","Orthodox","12/6/2013","Switch","Orthodox"
"3710","Nick Ring","Caio Magalhaes","Orthodox","12/6/2013","Southpaw","Orthodox"
"3711","Richie Vaculik","Justin Scoggins","Southpaw","12/6/2013","Orthodox","Southpaw"
"3712","Bruno Santos","Krzysztof Jotko","Southpaw","12/6/2013","Orthodox","Southpaw"
"3714","Gray Maynard","Nate Diaz","Southpaw","11/30/2013","Orthodox","Southpaw"
"3721","Jared Rosholt","Walt Harris","Orthodox","11/30/2013","Orthodox","Southpaw"
"3724","Georges St-Pierre","Johny Hendricks","Orthodox","11/16/2013","Orthodox","Southpaw"
"3725","Rashad Evans","Chael Sonnen","Orthodox","11/16/2013","Orthodox","Southpaw"
"3726","Rory MacDonald","Robbie Lawler","Southpaw","11/16/2013","Orthodox","Southpaw"
"3728","Tim Elliott","Ali Bagautinov","Orthodox","11/16/2013","Southpaw","Orthodox"
"3729","Donald Cerrone","Evan Dunham","Orthodox","11/16/2013","Orthodox","Southpaw"
"3736","Vitor Belfort","Dan Henderson","Southpaw","11/9/2013","Southpaw","Orthodox"
"3737","Cezar Ferreira","Daniel Sarafian","Southpaw","11/9/2013","Southpaw","Orthodox"
"3739","Paulo Thiago","Brandon Thatch","Switch","11/9/2013","Orthodox","Switch"
"3740","Santiago Ponzinibbio","Ryan LaFlare","Southpaw","11/9/2013","Orthodox","Southpaw"
"3744","Thiago Tavares","Justin Salas","Orthodox","11/9/2013","Orthodox","Southpaw"
"3745","Adriano Martins","Daron Cruickshank","Southpaw","11/9/2013","Southpaw","Switch"
"3749","Ronny Markes","Yoel Romero","Southpaw","11/6/2013","Orthodox","Southpaw"
"3751","Colton Smith","Michael Chiesa","Southpaw","11/6/2013","Orthodox","Southpaw"
"3758","Derek Brunson","Brian Houston","Southpaw","11/6/2013","Southpaw","Orthodox"
"3759","Lyoto Machida","Mark Munoz","Southpaw","10/26/2013","Southpaw","Orthodox"
"3761","Norman Parke","Jon Tuck","Southpaw","10/26/2013","Southpaw","Orthodox"
"3772","Gilbert Melendez","Diego Sanchez","Orthodox","10/19/2013","Orthodox","Southpaw"
"3773","Gabriel Gonzaga","Shawn Jordan","Orthodox","10/19/2013","Orthodox","Southpaw"
"3774","John Dodson","Darrell Montague","Orthodox","10/19/2013","Orthodox","Southpaw"
"3776","Nate Marquardt","Hector Lombard","Southpaw","10/19/2013","Orthodox","Southpaw"
"3782","Demian Maia","Jake Shields","Orthodox","10/9/2013","Southpaw","Orthodox"
"3783","Erick Silva","Dong Hyun Kim","Southpaw","10/9/2013","Orthodox","Southpaw"
"3790","Iliarde Santos","Chris Cariaso","Southpaw","10/9/2013","Orthodox","Southpaw"
"3791","Alan Patrick","Garett Whiteley","Southpaw","10/9/2013","Southpaw","Orthodox"
"3794","Brendan Schaub","Matt Mitrione","Orthodox","9/21/2013","Orthodox","Switch"
"3797","Mike Ricci","Myles Jury","Orthodox","9/21/2013","Southpaw","Orthodox"
"3798","Ivan Menjivar","Wilson Reis","Southpaw","9/21/2013","Orthodox","Southpaw"
"3800","Mitch Gagnon","Dustin Kimura","Southpaw","9/21/2013","Southpaw","Orthodox"
"3802","Michel Prazeres","Jesse Ronson","Orthodox","9/21/2013","Orthodox","Southpaw"
"3803","Roland Delorme","Alex Caceres","Southpaw","9/21/2013","Orthodox","Southpaw"
"3804","Nandor Guelmino","Daniel Omielanczuk","Southpaw","9/21/2013","Orthodox","Southpaw"
"3806","Yushin Okami","Jacare Souza","Orthodox","9/4/2013","Southpaw","Orthodox"
"3807","Joseph Benavidez","Jussier Formiga","Southpaw","9/4/2013","Southpaw","Orthodox"
"3808","Francisco Trinaldo","Piotr Hallmann","Orthodox","9/4/2013","Southpaw","Orthodox"
"3812","Lucas Martins","Junior Hernandez","Southpaw","9/4/2013","Southpaw","Orthodox"
"3815","Yuri Villefort","Sean Spencer","Southpaw","9/4/2013","Orthodox","Southpaw"
"3816","Benson Henderson","Anthony Pettis","Orthodox","8/31/2013","Southpaw","Orthodox"
"3817","Frank Mir","Josh Barnett","Orthodox","8/31/2013","Southpaw","Orthodox"
"3821","Jamie Varner","Gleison Tibau","Southpaw","8/31/2013","Orthodox","Southpaw"
"3822","Louis Gaudinot","Tim Elliott","Southpaw","8/31/2013","Orthodox","Southpaw"
"3829","Donald Cerrone","Rafael Dos Anjos","Southpaw","8/28/2013","Orthodox","Southpaw"
"3830","Kelvin Gastelum","Brian Melancon","Southpaw","8/28/2013","Southpaw","Orthodox"
"3833","Brad Tavares","Bubba McDaniel","Orthodox","8/28/2013","Orthodox","Southpaw"
"3834","Dylan Andrews","Papy Abedi","Switch","8/28/2013","Switch","Southpaw"
"3835","Justin Edwards","Brandon Thatch","Switch","8/28/2013","Orthodox","Switch"
"3837","James Head","Jason High","Southpaw","8/28/2013","Orthodox","Southpaw"
"3838","Zak Cummings","Benny Alloway","Southpaw","8/28/2013","Southpaw","Orthodox"
"3839","Mauricio Rua","Chael Sonnen","Southpaw","8/17/2013","Orthodox","Southpaw"
"3841","Urijah Faber","Iuri Alcantara","Orthodox","8/17/2013","Orthodox","Southpaw"
"3844","Joe Lauzon","Michael Johnson","Southpaw","8/17/2013","Orthodox","Southpaw"
"3846","Conor McGregor","Max Holloway","Southpaw","8/17/2013","Southpaw","Orthodox"
"3850","Cody Donovan","Ovince Saint Preux","Southpaw","8/17/2013","Orthodox","Southpaw"
"3853","Lyoto Machida","Phil Davis","Orthodox","8/3/2013","Southpaw","Orthodox"
"3854","Cezar Ferreira","Thiago Santos","Southpaw","8/3/2013","Southpaw","Orthodox"
"3866","Robbie Lawler","Bobby Voelker","Southpaw","7/27/2013","Southpaw","Orthodox"
"3868","Michael Chiesa","Jorge Masvidal","Orthodox","7/27/2013","Southpaw","Orthodox"
"3871","Yves Edwards","Daron Cruickshank","Switch","7/27/2013","Southpaw","Switch"
"3876","Anderson Silva","Chris Weidman","Orthodox","7/6/2013","Southpaw","Orthodox"
"3881","Chris Leben","Andrew Craig","Orthodox","7/6/2013","Southpaw","Orthodox"
